image,individual_id,conf,species
000110707af0ba.jpg,fbe2b15b5481,0.8186946021714948,gray_whale
0006287ec424cb.jpg,1424c7fec826,0.7901058437978958,false_killer_whale
000809ecb2ccad.jpg,1ce3ba6a3c29,0.6573684211288474,beluga
00098d1376dab2.jpg,c4274d90be60,0.7686856074640805,humpback_whale
000b8d89c738bd.jpg,cf500d3874bc,0.5285412758546875,dusky_dolphin
000e246888710c.jpg,0afe0c9fc1e0,0.34404941414960954,melon_headed_whale
000eb6e73a31a5.jpg,77410a623426,0.7733494547891548,bottlenose_dolphin
000fe6ebfc9893.jpg,8805324885f2,0.8623454188510283,spinner_dolphin
0011f7a65044e4.jpg,d5dcbb35777c,0.5072516493532628,spinner_dolphin
0012ff300032e3.jpg,19b638e11443,0.660212502635559,beluga
00150406ce5395.jpg,2280b5fcc6c2,0.8659822676701668,false_killer_whale
0016cd18d6410e.jpg,65620eadc0b4,0.5514722093427837,cuviers_beaked_whale
0017a9c11c61a8.jpg,ae7e930cd7e0,0.40589698194715146,beluga
0017f7e0de07b1.jpg,81bec36eb86e,0.7844055395844711,bottlenose_dolphin
001c4c6d532419.jpg,2efee119d786,0.8033030185963619,bottlenose_dolphin
001dc45839b1b5.jpg,cd2e1d83c6a1,0.4900937938528449,southern_right_whale
001ea84d905ced.jpg,02f5c5ee9c2a,0.5424608917290911,humpback_whale
00248b9385e2e0.jpg,67b7b6934db9,0.4988400047282841,blue_whale
002c7034834e2c.jpg,ed15fd01efbe,0.6495708025268251,killer_whale
002d7a5f6d6765.jpg,df94b15285b9,0.4845787865841684,beluga
002e8dd5f03476.jpg,3ab9313cbb32,0.4919383028448501,humpback_whale
003130cbfd9538.jpg,83d4a6b00a36,0.7461433692333113,beluga
003156bafb6454.jpg,db59c6b576c9,0.8833839158756829,killer_whale
0032b07680c70c.jpg,2e268c8dbd31,0.5657663887179158,beluga
0033b2d4d58730.jpg,2deca938549e,0.8363261775678006,killer_whale
00367a94430e04.jpg,9a1cc6354b70,0.6428213100509552,beluga
00379d20adc510.jpg,51a5929d3acb,0.8551761290225379,false_killer_whale
00396896be9cf9.jpg,0718f3601163,0.8004112814142317,pygmy_killer_whale
0039922e81961b.jpg,778419da2957,0.7161952363064403,bottlenose_dolphin
003c46063bb0c4.jpg,34aa8ce246c9,0.7882366667978583,beluga
00408e82bc01f3.jpg,6642e34b23c8,0.7731989546573846,fin_whale
00424bb2531f73.jpg,09abf77ea277,0.7979674123466273,long_finned_pilot_whale
0042e3a3223eb5.jpg,8433ddb1a9f0,0.5869933570326952,cuviers_beaked_whale
00433f94a60fab.jpg,9f3613b5c45b,0.7116975127751329,bottlenose_dolphin
004ab9cb92356c.jpg,79f2713e65a5,0.6122035505297895,dusky_dolphin
004ceec96d93c2.jpg,97589576e678,0.5195446899539689,beluga
0050a7a912c014.jpg,4cd6e5f050ad,0.6877572811820892,gray_whale
0052bfba7b177f.jpg,7894639960d6,0.6550487553474373,humpback_whale
005c1cbee59057.jpg,cbf0a66149bf,0.7999532962482836,sei_whale
00613caa075d39.jpg,74745cb94379,0.7092322608122225,pantropic_spotted_dolphin
0063923659a874.jpg,ce6e37904aa4,0.27818279294165454,minke_whale
00661ed89a5a0d.jpg,bfbe09c06683,0.40216760435556936,beluga
00692c9b56999f.jpg,49671e4ffe85,0.5101910122681332,fin_whale
0069c917e60d4e.jpg,a007120e39ff,0.39666762934299504,dusky_dolphin
006bc654f2299f.jpg,1ae26cb8153d,0.38876835293150447,dusky_dolphin
00765173b3ebfb.jpg,1c96860433c5,0.7448273756453317,bottlenose_dolphin
0077e68171f1e7.jpg,03bb69128cd6,0.7436729527321576,sei_whale
007ab28be42600.jpg,cf0fd38d30ae,0.7767905441220394,beluga
007b5c8be3a5b0.jpg,3c14576c9bf2,0.36526949344146914,dusky_dolphin
007d8e7cc5c469.jpg,5936cc1a53d5,0.5401912360096974,dusky_dolphin
0085f451e81193.jpg,1492507238d8,0.739222907667477,humpback_whale
0089a2064fb6cd.jpg,0611c23e6914,0.7550048082161962,bottlenose_dolphin
008c0d2c27feac.jpg,7f2ba5b09128,0.5632188104696381,melon_headed_whale
008c784982c6d5.jpg,0ce11af9a22a,0.7180978560231548,long_finned_pilot_whale
008f315350dd37.jpg,ae0cb953c419,0.4728335093097192,spinner_dolphin
0091c6a22c29da.jpg,e9525f5abf43,0.7190233662578357,fin_whale
0091c919e26408.jpg,d064a7b4f7fd,0.37386237742028944,dusky_dolphin
0093d6163baa0c.jpg,37c7aba965a5,0.852384386372089,minke_whale
