image,individual_id,conf,species
000110707af0ba.jpg,fbe2b15b5481,0.8538231044042719,gray_whale
0006287ec424cb.jpg,1424c7fec826,0.8489679476889423,false_killer_whale
000809ecb2ccad.jpg,1ce3ba6a3c29,0.7624502468381434,beluga
00098d1376dab2.jpg,c4274d90be60,0.8015793767470165,humpback_whale
000b8d89c738bd.jpg,cf500d3874bc,0.5829770883832224,dusky_dolphin
000e246888710c.jpg,0afe0c9fc1e0,0.39661095144323966,melon_headed_whale
000eb6e73a31a5.jpg,77410a623426,0.8203827156194616,bottlenose_dolphin
000fe6ebfc9893.jpg,8805324885f2,0.892692367098456,spinner_dolphin
0011f7a65044e4.jpg,d5dcbb35777c,0.554221630798576,spinner_dolphin
0012ff300032e3.jpg,19b638e11443,0.7997037526048787,beluga
00150406ce5395.jpg,2280b5fcc6c2,0.913178217132377,false_killer_whale
0016cd18d6410e.jpg,65620eadc0b4,0.5603586469599456,cuviers_beaked_whale
0017a9c11c61a8.jpg,ae7e930cd7e0,0.39002699953110775,beluga
0017f7e0de07b1.jpg,81bec36eb86e,0.8289518744303169,bottlenose_dolphin
001c4c6d532419.jpg,2efee119d786,0.8488287073042813,bottlenose_dolphin
001dc45839b1b5.jpg,cd2e1d83c6a1,0.5530960242391878,southern_right_whale
001ea84d905ced.jpg,02f5c5ee9c2a,0.5830614201144135,humpback_whale
00248b9385e2e0.jpg,67b7b6934db9,0.54875291198083,blue_whale
002c7034834e2c.jpg,ed15fd01efbe,0.7526356179432561,killer_whale
002d7a5f6d6765.jpg,df94b15285b9,0.5035726489573333,beluga
002e8dd5f03476.jpg,3ab9313cbb32,0.5301967309534648,humpback_whale
003130cbfd9538.jpg,83d4a6b00a36,0.8156482015302069,beluga
003156bafb6454.jpg,db59c6b576c9,0.9230500704874698,killer_whale
0032b07680c70c.jpg,2e268c8dbd31,0.6077339955154337,beluga
0033b2d4d58730.jpg,2deca938549e,0.8648516984236005,killer_whale
00367a94430e04.jpg,9a1cc6354b70,0.7287883676049638,beluga
00379d20adc510.jpg,51a5929d3acb,0.8928515481761536,false_killer_whale
00396896be9cf9.jpg,0718f3601163,0.8295966394468167,pygmy_killer_whale
0039922e81961b.jpg,778419da2957,0.8067740210110538,bottlenose_dolphin
003c46063bb0c4.jpg,34aa8ce246c9,0.8323589583363343,beluga
00408e82bc01f3.jpg,6642e34b23c8,0.7868910452810519,fin_whale
00424bb2531f73.jpg,09abf77ea277,0.857696668432871,long_finned_pilot_whale
0042e3a3223eb5.jpg,8433ddb1a9f0,0.6763943963804694,cuviers_beaked_whale
00433f94a60fab.jpg,9f3613b5c45b,0.7905825114838337,bottlenose_dolphin
004ab9cb92356c.jpg,79f2713e65a5,0.7060077482000635,dusky_dolphin
004ceec96d93c2.jpg,97589576e678,0.5678062977076109,beluga
0050a7a912c014.jpg,4cd6e5f050ad,0.7507268492984973,gray_whale
0052bfba7b177f.jpg,7894639960d6,0.7362079703899856,humpback_whale
005c1cbee59057.jpg,cbf0a66149bf,0.841732476210122,sei_whale
00613caa075d39.jpg,74745cb94379,0.7806760771924022,pantropic_spotted_dolphin
0063923659a874.jpg,114207cab555,0.324849798378013,minke_whale
00661ed89a5a0d.jpg,491360f635d6,0.4813167482203266,beluga
00692c9b56999f.jpg,49671e4ffe85,0.5312112279770667,fin_whale
0069c917e60d4e.jpg,a007120e39ff,0.4694305086490184,dusky_dolphin
006bc654f2299f.jpg,1ae26cb8153d,0.442192334019598,dusky_dolphin
00765173b3ebfb.jpg,1c96860433c5,0.8220590954947754,bottlenose_dolphin
0077e68171f1e7.jpg,03bb69128cd6,0.8157781904356629,sei_whale
007ab28be42600.jpg,cf0fd38d30ae,0.8579278999000719,beluga
007b5c8be3a5b0.jpg,3c14576c9bf2,0.406370234912478,dusky_dolphin
007d8e7cc5c469.jpg,5936cc1a53d5,0.6095692761609872,dusky_dolphin
0085f451e81193.jpg,1492507238d8,0.7798055896364939,humpback_whale
0089a2064fb6cd.jpg,0611c23e6914,0.8244555457921947,bottlenose_dolphin
008c0d2c27feac.jpg,7f2ba5b09128,0.6344868302889363,melon_headed_whale
008c784982c6d5.jpg,0ce11af9a22a,0.8015509246771385,long_finned_pilot_whale
008f315350dd37.jpg,ae0cb953c419,0.5876946647221112,spinner_dolphin
0091c6a22c29da.jpg,e9525f5abf43,0.7601552395999217,fin_whale
0091c919e26408.jpg,d064a7b4f7fd,0.461372434408875,dusky_dolphin
